malware,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99
1,95,136,135,136,135,134,135,134,135,261,230,219,234,95,236,135,234,95,234,95,236,234,236,234,236,95,124,117,109,130,135,217,136,135,217,136,135,230,219,218,219,236,234,135,134,25,136,135,209,135,211,135,136,135,209,211,135,137,135,273,181,137,152,166,152,137,153,181,137,166,165,175,165,152,176,190,176,190,153,176,190,176,190,153,176,190,176,190,153,176,190,176,190,153,176,152,153,152,136,135
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,218,231,235,218,231,235,218,231,235,218,9,136,95,6,134,135,231,152,231,60,265,138,152,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235,161
1,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,97,16,134,135,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,166,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,97
1,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,166,231,218,235,218,231,97,140,97,92,231,136,135,235,218,231,235,218,157,89,97,153,136,135,227
1,95,253,155,256,192,256,192,153,155,152,256,192,98,76,155,153,155,205,153,155,256,192,153,176,190,153,176,190,153,136,135,97,155,158,173,153,98,76,155,153,155,256,192,256,152,256,192,256,192,205,186,258,153,42,136,135,98,76,155,153,155,153,42,152,155,79,256,192,288,155,152,192,205,192,205,192,205,258,254,153,137,231,235,218,231,235,218,93,134,135,231,174,92,230,152,169,152,81,152,134
1,95,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,261,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138
1,95,152,169,152,134,135,134,152,261,152,136,135,136,135,95,230,234,218,230,234,218,231,235,218,153,136,135,136,135,136,135,136,135,136,135,136,135,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,134,135,179,153,94
1,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,182,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,99,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,208,59,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134,59,49
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,136,95,237,218,231,235,218,231,235,218,231,235,218,9,6,134,135,231,161,60,265,138,53,95,161,53,95,161,53,95,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235
1,95,136,135,136,135,136,135,136,135,136,135,261,152,136,135,133,94,173,134,135,152,94,153,176,190,153,176,190,153,94,152,136,135,182,152,136,135,136,135,136,135,97,16,134,135,136,135,231,235,218,231,235,218,93,134,135,231,174,136,135,93,152,169,152,136,135,136,135,136,135,95,230,234,218,136,135,92,230,136,135,136,135,93,136,135,136,135,95,134,135,261,9,153,282,152,25,136,135,49,94
1,134,135,134,135,134,135,93,152,231,176,190,153,176,190,153,56,153,56,140,134,135,231,134,135,134,135,134,135,93,134,9,25,134,60,138,135,133,265,152,60,138,265,134,253,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,169,152,157,93,107,161,133,152,136,253,135,136,135,231,135,233,135,226,231,233,135,229,135,218,76,231,135,235,135,235
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,218,231,235,218,231,235,218,231,235,136,95,235,218,9,6,134,135,231,152,231,60,265,138,152,161,53,95,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,136,95,237,218,231,235,218,231,235,218,231,235,218,9,6,134,135,231,60,265,138,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231
1,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,139,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,152,94,153,94,152,136,135,134,59,49,94,59,138,94,49,134,59,138,134,135,134,135,134,135,134,135,139,253,134,135,92,136,253,135,134,135,152,169,134,135,72,161,72,161,72,161,72,161,72,161,72
1,95,136,135,136,135,136,135,261,182,152,136,135,95,93,157,95,176,177,189,182,92,134,136,92,134,176,190,153,134,135,153,177,190,153,136,135,136,135,97,16,134,135,136,135,177,190,153,177,190,153,93,134,135,177,174,136,135,93,152,169,152,136,135,136,135,136,135,95,177,190,153,136,135,92,177,136,135,136,135,93,136,135,136,135,95,134,135,152,261,152,9,153,282,152,153,94,152,136,135,25
1,95,152,134,135,134,152,261,152,136,135,136,135,95,230,234,218,230,234,218,231,235,218,153,136,135,136,135,136,135,136,135,136,135,136,135,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,134,135,179,153,94,153,176
1,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,99,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,208,59,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134,59,49
1,95,136,135,136,135,136,135,136,135,136,135,261,182,152,136,135,136,135,136,135,97,16,134,135,136,135,231,235,218,231,235,218,93,134,135,231,174,136,135,93,152,169,152,136,135,136,135,136,135,95,230,234,218,136,135,92,230,136,135,136,135,93,136,135,136,135,95,134,135,261,9,153,282,153,94,152,136,135,25,136,135,28,135,31,135,103,136,135,152,166,159,166,194,152,166,231,235,84,85,218
1,95,93,157,95,176,177,136,135,231,135,233,135,226,231,233,135,229,135,218,76,231,135,235,135,235,218,56,231,233,229,218,231,235,218,56,231,233,218,231,233,218,56,231,235,218,231,235,218,134,135,231,235,218,189,182,92,134,136,92,134,176,190,153,134,135,176,190,176,190,153,176,167,176,190,153,167,153,176,153,176,168,153,176,153,176,168,153,176,153,176,190,153,176,153,176,190,153,177,190,153
1,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,134,135,99,231,235,218,134,135,136,135,253,136,253,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,208,59,138,59,138,153,152,94,152,136,135,152,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134,59,138,59
1,95,134,135,95,261,61,231,97,16,134,135,136,135,153,176,190,153,176,190,153,136,135,97,155,158,173,153,152,169,152,136,135,133,94,173,134,135,152,94,136,135,231,95,25,66,26,214,215,153,231,26,214,215,153,231,235,218,92,93,136,135,136,135,230,234,218,230,234,218,135,230,234,218,136,135,136,135,282,134,135,166,159,166,194,136,135,282,134,59,138,136,135,137,231,235,218,136,135,282,135
1,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,139,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,138,59,138,152,94,153,94,152,136,135,134,59,138,59,138,49,94,59,138,94,49,134,59,138,59,138,59,138,134,135,139,134,135,134,135,94,57,138,265,152,136,135,97,155,158,173,153,94,152,16,97
1,95,134,135,261,9,153,282,153,94,152,136,135,25,136,135,28,135,31,135,103,136,135,166,159,166,194,152,231,235,49,94,49,94,84,85,152,218,231,136,135,227,135,49,94,231,49,227,153,231,227,231,92,234,218,136,135,227,9,135,231,135,153,227,231,234,218,227,235,218,153,231,153,94,178,153,178,153,152,231,235,218,152,227,231,234,218,134,59,227,152,49,94,231,49,94,227,135,234,218,135
1,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,182,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,99,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,208,59,138,59,138,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135
1,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,139,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,138,59,138,92,176,190,136,153,136,135,93,231,218,136,135,152,231,134,135,152,157,93,152,93,152,135,152,169,152,169,152,169,152,94,153,94,152,136,135,134,59,138,59,138,152,169,152,169,49,94,59
1,95,136,135,136,135,81,135,134,135,261,135,153,182,152,136,135,95,93,157,95,176,177,189,182,92,134,136,92,134,176,190,153,134,135,153,177,190,153,136,135,136,135,97,16,134,135,136,135,177,190,153,177,190,153,93,134,135,177,174,136,135,93,152,169,152,136,135,136,135,136,135,95,177,190,153,136,135,92,177,136,135,136,135,93,136,135,136,135,95,134,135,152,81,152,261,9,153,282,152,153
1,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,182,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,208,59,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134,59
1,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,182,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,99,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,208,59,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136
1,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,99,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,208,59,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134,59,49
1,95,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,134,135,261,152,94,72,253,134,135,16,57,262,134,135,230,134,135,176,190,153,176,190,153,176,190,153,176,190,153,135,134,135,16,153,134,135,136,134,135,136,134
1,152,169,152,81,152,182,135,182,136,135,182,59,161,152,182,152,169,182,135,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,134,135,179,153,94,153,176,94,218,94,136,135,136,135,93,152,169,152,136,135,136,135,95
1,161,152,231,235,218,152,175,186,153,231,235,218,231,235,218,134,135,169,152,169,157,169,25,189,152,189,153,176,190,153,176,190,153,136,135,97,155,158,173,153,189,169,189,152,189,169,189,152,189,169,189,152,189,169,189,152,189,169,189,152,189,169,189,152,189,169,152,98,136,135,28,152,134,135,169,155,79,189,152,189,169,189,152,189,169,189,152,189,169,189,152,189,169,158,173,189,152,189,169,189
1,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,135,134,135,230,232,225,152,225,152,225,152,225,152,225,152,225,152,225,152,225,152,169,225,152,169,225,152,169,225,218,230,234,218,230,234,218,230,234,136,135,97,155,158,173,153,218,230,234,218,230,234,218,230,234,218,230,234,218,230,234,218,230,234,218,230,234,218,230,234,218,230,234,218,230,234,218,230,234,218,230,234,218,230,234
1,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,208,59,138,59,138,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,136,95,237,218,231,235,218,231,235,218,231,235,218,9,6,134,135,231,60,265,138,6,152,136,135,231,161,53,95,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235
1,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,182,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,208,59,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134,59,49,94
1,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,139,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,138,59,138,152,94,153,94,152,136,135,134,59,138,59,138,49,94,59,138,94,49,134,59,138,59,138,59,138,134,135,139,134,135,134,135,94,57,138,265,152,136,135,97,155,158,173,153,94,152,16,97
1,95,93,157,95,176,177,136,135,231,135,233,135,226,231,233,135,229,135,218,76,231,135,235,135,235,218,56,231,233,229,218,231,235,218,56,231,233,218,231,233,218,56,231,235,218,231,235,218,134,135,231,235,218,189,182,92,134,136,92,134,176,190,153,134,135,153,177,190,153,136,135,95,136,135,155,79,158,173,93,153,204,153,155,79,158,173,93,153,204,153,231,218,231,235,218,56,231,233,229,218
1,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,134,135,231,235,218,134,135,136,135,253,136,253,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,208,59,138,59,138,153,152,94,152,136,135,136,135,136,135,152,136,135,136,135,141,135,141,136,135,136,135,136,135,134,59,138,59,138
1,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,139,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,138,59,138,152,94,153,94,152,136,135,134,59,138,59,138,49,94,59,138,94,49,134,59,138,59,138,59,138,134,135,139,134,135,134,135,94,57,138,265,152,136,135,97,155,158,173,153,94,152,16,97
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,136,237,218,231,235,95,235,218,231,235,218,231,235,218,9,161,53,95,161,53,95,6,134,135,231,60,265,138,161,53,95,161,53,95,6,152,136,161,135,53,95,231,233,226,161,53,95,226
1,95,136,135,136,135,136,135,261,182,152,136,135,136,135,136,135,97,16,134,135,136,135,136,135,93,152,169,152,136,135,136,135,136,135,95,230,234,218,136,135,92,230,136,135,136,135,93,136,135,136,135,95,134,135,261,9,153,282,153,94,152,136,135,25,136,135,28,135,31,135,103,136,135,152,166,159,166,194,152,166,231,235,84,85,218,231,227,231,227,231,227,234,218,227,231,227,234,218,227,231
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,136,220,95,220,237,218,231,235,218,231,235,218,231,235,218,9,6,134,135,231,60,265,138,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231
1,95,93,157,95,176,177,136,135,231,135,233,135,226,231,233,135,229,135,218,76,231,135,235,135,235,218,56,231,233,229,218,231,235,218,56,231,233,218,231,233,218,56,231,235,218,231,235,218,134,135,231,235,218,189,182,92,134,136,92,134,176,190,153,134,135,153,177,190,153,136,135,95,136,135,155,79,158,173,93,153,204,153,155,79,158,173,93,153,204,153,231,218,231,235,218,56,153,231,235,218
1,95,136,135,136,135,136,135,136,135,136,135,261,152,169,152,136,135,133,94,173,134,135,152,94,153,176,190,153,176,190,153,94,152,136,135,182,152,136,135,136,135,136,135,97,16,134,135,136,135,231,235,218,231,235,218,93,134,135,231,174,136,135,93,152,169,152,136,135,136,135,136,135,95,230,234,218,136,135,92,230,136,135,136,135,93,136,135,136,135,95,134,135,261,9,153,282,152,25,136,135
1,95,136,135,136,135,81,135,134,135,261,135,153,182,152,136,135,95,93,157,95,176,177,189,182,92,134,136,92,134,176,190,153,134,135,153,177,190,153,136,135,136,135,97,16,134,135,136,135,177,190,153,177,190,153,93,134,135,177,174,136,135,93,152,169,152,136,135,136,135,136,135,95,177,190,153,136,135,92,177,136,135,136,135,93,136,135,136,135,95,134,135,152,81,152,261,9,153,282,152,153
1,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,99,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,208,59,138,59,138,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134,59,138,59,138,49,94,59,138,94,49,134,59,138,59,138,59,138,134,135,140,134,135
1,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,136,135,97,155,158,173,153,230,135,16,136,135,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,166,231,218,235,218,231,134,135,134,135,134,135,136,135,227,231,235,218,227,218,135,231,155,153,184,153,169,135,136,135,136,189,230
1,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,166,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,97,140,97,92,231
1,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,166,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,135,97,140,97,92
1,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,166,231,218,235,218,231,97,140,97,92,231,136,135,235,218,231,235,218,157,89,97,153,136,135,136
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,136,95,237,218,231,235,218,231,235,218,231,235,218,9,6,134,135,231,60,265,138,161,53,95,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,136,95,237,218,231,235,218,231,235,218,231,161,53,235,95,235,218,9,161,53,95,6,161,53,95,134,135,231,60,265,138,161,53,95,161,53,95,6,152,161,53,95,136,135,231,233,226,161
1,95,152,169,152,134,135,134,152,95,261,152,72,94,136,135,136,135,134,135,152,94,153,176,153,176,190,153,176,153,176,190,153,152,94,253,16,60,262,230,59,138,59,138,57,138,262,135,136,135,153,176,190,153,176,190,153,136,135,97,155,158,173,153,136,135,136,135,136,135,152,169,152,176,190,86,153,94,152,136,135,59,138,136,135,94,59,138,59,138,57,152,134,59,138,59,138,49,94,49,72
1,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,166,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,97,140,97,92,231
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,218,231,235,218,231,136,95,235,218,231,235,218,9,6,134,135,231,60,265,138,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231,235
1,95,136,135,136,135,136,135,136,135,136,135,134,135,134,135,261,152,169,152,136,135,133,94,173,134,135,152,94,153,176,190,153,176,190,153,94,152,136,135,182,152,136,135,136,135,136,135,97,16,134,135,136,135,231,235,218,231,235,218,93,134,135,231,174,136,135,93,152,169,152,136,135,136,135,136,135,95,230,234,218,136,135,92,230,136,135,136,135,93,136,135,136,135,95,134,135,152,261,9,153
1,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,208,59,138,59,138,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134
1,95,134,135,261,152,182,135,182,136,135,186,182,161,152,182,152,169,182,135,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,134,135,179,153,94,153,176,94,218,94,136,135,136,135,93,152,169,152,136,135,136,135,95
1,95,93,157,95,176,177,136,135,231,135,233,135,226,231,233,135,229,135,218,76,231,135,235,135,235,218,56,231,233,229,218,231,235,218,56,231,233,218,231,233,218,56,231,235,218,231,235,218,134,135,231,235,218,189,182,92,134,136,92,134,176,190,153,134,135,176,190,176,190,153,176,167,176,190,153,167,153,176,153,176,168,153,176,153,176,168,153,176,153,176,190,153,176,153,176,190,153,177,190,153
1,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,182,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,99,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,208,59,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134,59,49
1,95,152,169,152,134,135,134,152,261,152,136,135,136,135,95,230,234,218,230,234,218,231,235,218,153,136,135,136,135,136,135,136,135,136,135,136,135,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,134,135,179,153,94
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,218,231,235,218,231,235,218,231,235,218,9,136,95,6,134,135,231,152,231,60,265,138,152,161,53,95,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235
1,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,155,158,173,204,80,173,204,153,158,173,152,204,153,152,134,135,158,153,134,135,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134
1,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,99,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,208,59,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134,59,49
1,93,134,135,92,152,253,152,169,152,136,253,136,253,97,140,97,92,231,136,135,235,218,231,235,176,190,153,176,190,153,218,157,89,97,153,136,253,136,253,136,135,134,135,136,253,136,253,136,253,134,135,183,155,158,173,153,136,253,152,136,253,136,253,136,253,136,253,135,231,153,183,140,134,135,134,135,134,135,92,253,136,253,155,158,173,153,183,155,158,173,153,93,182,155,60,265,138,79,256,192
0,95,134,135,134,135,261,134,135,134,135,9,155,93,79,158,173,204,153,79,158,173,204,153,79,158,173,204,153,136,135,27,230,176,190,153,176,190,153,136,135,97,155,158,173,153,230,225,230,233,229,230,235,176,190,153,176,153,198,76,190,153,235,176,190,153,176,153,198,76,190,153,218,225,230,233,229,230,235,176,190,153,176,153,198,76,153,218,225,230,233,229,230,235,176,190,153,176,153,198,76
